Cena;Data dodania;Lokalizacja;Na sprzedaż przez;Rodzaj nieruchomości;Liczba pokoi;Liczba łazienek;Wielkość (m2);opis;Parking
1590000;22/04/2020;Praga Południe, Warszawa;Agencja;Dom;4 pokoje;;146;"Segment środkowy o powierzchni 146 m2, z lat 60-tych, działka 166 m2, na Saskiej Kępie przy ulicy Ateńskiej. 
W 2000r przeprowadzono generalny remont (rury, elektryka, dach, okna...) oraz rozbudowę domu. Obecnie wszystko jest w dobrym stanie. 
Zabudowa szeregowa, segment środkowy. 
 
3 poziomy: 
 
Poziom-1 (64 m2): 
- pokój, pomieszczenia gospodarcze, łazienka, ogrzewanie podłogowe. 
Parter: (53 m2) salon z kuchnią, WC. 
Piętro: (54 m2) 2 sypialnie, łazienka. 
 
 Woda i kanalizacja miejska. 
 
Alarm i rolety w oknach. 
 Ogrzewanie gazowe- piec Buderus. 
 
 Dodatkowo garaż- ok. 15 m2. 
 
 Dom nadaje się do zamieszkania po jego odświeżeniu. 
 
ZANAKOMITA LOKALIZACJA. 

 - do Centrum Warszawy (Metro Centrum) autobusem 14 minut, samochodem 15 minut; 

 - przystanek autobusowy 3 minuty od budynku (linia 117) oraz 5 minut (linia 507); 

 - Apteka - 3 minuty, 4 minuty, 6 minut (trzy apteki); 

 - Biedronka - 4 minuty; 

 - TopMarket - 3 minuty; 

 - Poczta - 3 minuty; 

 - Bazarek - 5 minut; 

 - Sklep całodobowy (spożywczo-monopolowy) - 6 minut; 

 - PKO BP - 3 minuty; 

 - Millenium Bank - 6 minut. 

 
 Zapraszam. 

Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-155690-1Lokalizacja: Mazowieckie, Warszawa, Praga Południe, Ateńska...Oferta opublikowana przez program Trimo";
5000000;22/04/2020;Wawer, Warszawa;Agencja;Dom;5 pokoi;;180;"Dom w zabudowie bliźniaczej 5-pokojowy o powierzchni 180 m2 z 2016 roku na działce 430 m2 w Wawrze w pobliżu ulicy Poezji. 
 
Bliźniak na zamkniętym strzeżonym osiedlu o nowoczesnej architekturze w większości już wykończony w dobrej lokalizacji bliskiej odległości do lasu. 
 
Parter to salon z kominkiem z wyjściem na ogród, otwarta kuchnia 34 m2, łazienka, spiżarnia, hall, kotłownia oraz garaż przystosowany na pomieszczenie gospodarcze. 
Piętro 3- pokoje (13 m2, 10 m2, 9 m2) i łazienka do wykończenia 10 m2. 
Poddasze 55 m2 to otwarta przestrzeń z wykończoną łazienką. 
 
Lokalizacja: 
 - 500 m do szkoły podstawowej, przystanku autobusowego, sklepu Netto, kwiaciarni itp. 
 
Zapraszam do Kupna. 
Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-155720-1Lokalizacja: Mazowieckie, Warszawa, Wawer...Oferta opublikowana przez program Trimo";
850000;22/04/2020;Wawer, Warszawa;Agencja;Dom;5 pokoi;;189;"Bliźniak 5-pokojowy o powierzchni 189 m2, na działce 179 m2, zlokalizowany w Wawrze (os. Las). 
 
Budynek składa się z czterech kondygnacji, z których pierwszą stanowi podpiwniczenie z oknami, dzięki czemu można zaaranżować w nim biuro, saunę oraz widną pralnię. Na tym poziomie znajduje się również dwu-stanowiskowy garaż. Na terenie posesji zlokalizowane aż cztery miejsca postojowe- dwa w garażu oraz dwa na podjeździe. Na parterze salon o wysokości trzech metrów, z ogrzewaniem podłogowym, widną kuchnią oraz wc. Pierwsze piętro składa się z trzech sypialni oraz łazienki. Na drugim piętrze master bedroom z dwoma tarasami. Z salonu, przez obszerne okna rozpościera się widok na taras i ogródek. W tym pomieszczeniu znajduje się także miejsce na kominek, do którego podłączona jest już cała infrastruktura 
 
Przyziemie: garaż 27,82 m2, I pomieszczenie gospodarcze 9,68 m2, II pomieszczenie gospodarcze 7,64 m2, hall 1,58, klatka chodowa. 
 
Pater: salon 32,30 m2, kuchnia 10,84 m2, hall 4,06 m2, WC 1,47 m2, klatka schodowa 
 
Piętro: I pokój 13,00 m2, II pokój 10,28 m2, III pokój 10,02 m2, łazienka 6,28 m2, hall 14,97 m2 
 
II Piętro: pokój 21,37 m2, hall 4,66 m2, łazienka 5,74 m2, pomieszczenie gospodarcze 2,08 m2 
 
Osiedle jako pierwsze na Wawrze posiada podłączenie do miejskiej kanalizacji, wszelkie media, z światłowodem włącznie. W każdym z domów rozprowadzona instalacja centralnego odkurzacza. 
 
Jeśli cenisz komfort całodobowo strzeżonego i monitorowanego osiedla, odśnieżonej, czystej oraz dobrze oświetlonej drogi - jest to oferta dla Ciebie. 
 
Nieruchomość zlokalizowana 15 minut od Pałacu Kultury, będąca jednocześnie oazą ciszy, z dala od wielkomiejskiego szumu. 189 m2 własnego domu w cenie średniej wielkości apartamentu. 
 
Zapraszam do kupna 

Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-155816-26Lokalizacja: Mazowieckie, Warszawa, Wawer...Oferta opublikowana przez program Trimo";
949000;22/04/2020;Białołęka, Warszawa;Agencja;Dom;5 pokoi;;275;"Dom wolno stojący o powierzchni całkowitej 275 m2, 5-pokojowy, wybudowany w 2011 r., na działce 1383 m2, zlokalizowanej na terenie w Markach, przy granicy z Białołęką, w rejonie ulicy Zagłoby. 
 
PARTER: salon (37,70 m2) z oknami na trzy strony świata, połączony z hallem, z wyjściem do ogródka, kuchnia (11,40 m2), połączona z hallem (21,7 m2), gabinet (17,10 m2), łazienka (3,80 m2) , wiatrołap (1,8 M2), garaż (19,20 m2), pom. gospodarcze (12,8 m2) z wyjściem do ogrodu, klatka schodowa, wiata (19 m2). 

 PIĘTRO: 3 sypialnie ze skosami (31,75 m2, 21,10 m2, 18,80 m2), pokój kąpielowy (21,45 m2), komunikacja (7,40 m2). 
Strych do zagospodarowania. 
 
Działka bardzo ładnie zagospodarowana. 
 
Dom ma własne ujęcie wody (pompa głębinowa) oraz system awaryjnego zasilania elektrycznego. Istnieje możliwość podłączenia instalacji solarnej (wyprowadzenia zamontowane na dachu). 
 W całym domu potrójne okna antywłamaniowe zabezpieczone siatką przeciw owadom, podgrzewane podłogi w holu, kuchni i obu łazienkach. W salonie stylowa żeliwna koza niemieckiej firmy Iron Dog. 
 Na działce liczne modrzewie, świerki, sosny i wierzby, podlewanie ogrodowe na trawniku oraz rozprowadzona linia kropelkująca na rabatach. 
 
Okolica dobrze skomunikowana. Łatwy dojazd do Trasy Toruńskiej i autostrady S8. W bliskim sąsiedztwie centra handlowe, kino, szkoła oraz ścieżka rowerowa. 

Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-155794Lokalizacja: Mazowieckie, Warszawa, Białołęka, Augustów...Oferta opublikowana przez program Trimo";
4500000;22/04/2020;Mokotów, Warszawa;Agencja;Dom;6 lub więcej pokoi;;325;"Dom w zabudowie bliźniaczej o powierzchni 325 m2, 6-pokojowy, wybudowany w 2014 r., położony na działce 700 m2, zlokalizowanej na Mokotowie w rejonie Al. Wilanowskiej. 

 PARTER: salon z kominkiem, otwarty na kuchnię oraz hol, obok gabinet, łazienka i spiżarnia oraz garaż na dwa samochody. 
 
PIĘTRO: dwie sypialnie dla dzieci; łazienka dla dzieci, duża sypialnia główna z odrębnym pokojem kąpielowym z sauną i dwoma oddzielnymi garderobami; pralnia i kotłownia, dodatkowo pokój rekreacyjno-wypoczynkowy. 
 
Wysokość pomieszczeń 3 m da dole, 2,75 na górze. 
Nowoczesna unikalna willa miejska z 2014 roku, usytuowana na strzeżonym, zamkniętym osiedlu na Mokotowie Budynek dwukondygnacyjny, z dużymi przeszklonymi oknami. 
 
Dom wykończony ekskluzywnymi materiałami najwyższej jakości - dla przykładu: osprzęt kuchenny GAGENAU, sauna i wanna JACUZZI, baterie łazienkowe DORNBRACHT, oświetlenie LED DELTALIGHT (Dania), lampy wiszące MASSIERO (Włochy) i ORION (Austria), ceramika podłóg i łazienek oryginalny kamień PETRA ANTICA (Włochy) oraz CERRASARDA (ręczna obróbka Włochy), system inteligentnego domu sterujący oświetleniem, ogrzewaniem, klimatyzacją wentylacją, kominek angielski HARTWELL z wkładem SPARTHERM, system kina domowego z profesjonalnym ekranem i rzutnikiem. 
 
Pięknie zagospodarowany ogród od strony południowo zachodniej. W ogrodzie dodatkowy schowek Obok domu dodatkowa zadaszona wiata na duży samochód. 

Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-151876-6Lokalizacja: Mazowieckie, Warszawa, Mokotów, Stegny, Aleja Wilanowska...Oferta opublikowana przez program Trimo";
1322000;22/04/2020;Białołęka, Warszawa;Agencja;Dom;6 lub więcej pokoi;;260;"Dom wolnostojący 7-pokojowy o powierzchni całkowitej 260 m2 na działce 950 m2, położony na Białołęce, w rejonie ulic Waligóry i Lemiesz. 
 
 
 
 Opis nieruchomości: 

 Dom zbudowany w 2010 r. o pow.całkowitej 260 m2, użytkowej 176 m2. Liczy 7 pokoi, w tym 4 sypialnie, pokój gościnny, gabinet, salon z jadalnią; umiejscowiony jest na dużej kwadratowej działce. Nieruchomość wymaga lekkiego odświeżenia w postaci odmalowania. 
 
 
 Parametry techniczne: 
- ogrzewanie gazowe, dodatkowo w łazienkach podłogowe 
- okna i parapety drewniane 
- podłogi drewniane - parkiet dębowy 
- instalacje: telewizyjna, internetowa, alarmowa, odgromowa 
- ogrodzenie metalowe 
- brama i furtka automatyczna 
- dach deskowany pokryty dachówką ceramiczną lakierowaną 
- w każdej sypialni znajduje się balkon 
- poddasze do zaaranżowania 
- budynek ocieplony 
- mała piwniczka 
- ogród do własnej aranżacji 
 
 
 Media: 
gaz, prąd, woda - studnia, ekologiczna oczyszczalnia. 
 
 
 
 Lokalizacja: 

 - dom położony w zacisznym, zielonym miejscu, pośród rzadkiej, niskiej i kameralnej zabudowy, blisko terenów leśnych i komunikacji SKM i MPK 
- na działce istnieje możliwość wybudowania drugiego domu 
- przystanek autobusowy - 800 m 
- stacja PKP Warszawa Płudy - 2000 m 
- centrum handlowe Warszawa Marywilska - 4 km 
- blisko przedszkole, szkoła podstawowa, sklepy spożywcze, poczta 
 
 
 

 Gorąco zapraszam na prezentację i do zakupu. 

Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-156103Lokalizacja: Mazowieckie, Warszawa, Białołęka, Białołęka Dworska...Oferta opublikowana przez program Trimo";
2250000;22/04/2020;Wilanów, Warszawa;Agencja;Dom;5 pokoi;;300;"Dom w zabudowie bliźniaczej 5-pokojowy o powierzchni 300 m2 na działce 930 m2, położony na terenie Wilanowa przy ulicy Bruzdowej. 
 
 

 Opis nieruchomości: 
Przestronny i umeblowany dom w zabudowie bliźniaczej o powierzchni 300 mkw: 
- 5 pokoi 
- przestronny salon z kominkiem 
- gabinet 
- 3 łazienki 
- toaleta 
- kuchnia wyposażona w wysokiej klasy AGD 
- pralnia 
- spiżarnia 
- garaż na 2 samochody 
 
Bliźniaki połączone są garażami. 
 
 
 Media: 
prąd, gaz, woda, kanalizacja. 
 
 
 Parametry techniczne i wykończeniowe: 
- dom wykonany jest w wysokim standardzie z wykorzystaniem nowoczesnych systemów podnoszących komfort jego użytkowników 
- podgrzewana podłoga systemem wodnym na całym parterze oraz we wszystkich łazienkach 
- dodatkowo we wszystkich pomieszczeniach zainstalowane są grzejniki 
- budynek budowany metodą tradycyjną 
- źródło ciepła stanowi piec gazowy oraz dodatkowo kominek 
- granitowe posadzki tarasu (33 mKw), podestu wejściowego oraz parapety 
- okna, drzwi, ościeżnice, elementy dekoracyjne - wykonane z litego drewna 
- dach pokryty dachówką ceramiczną 
- drzwi garażowe oraz brama sterowana pilotem 
- na podłogach w salonie, kuchni, holu i korytarzu płyty marmurowe; schody marmurowe. W łazienkach oryginalne płytki trawertynowe 
 
 
- na piętrze w pokojach oraz garderobie dębowy parkiet 
- zaadaptowany wysoki strych o powierzchni 30 mkw z wejściem z korytarza 
- wszystkie elementy wykończenia domu wykonane z wysokiej jakości materiałów 
- wszystkie baterie umywalkowe są mosiężne 
- wokół domu zadbany obszerny ogród; wkoło płotu wysoki żywopłot z tui 
 
 
 Lokalizacja: 
- przystanek autobusowy - 600 m 
- budowa Mostu Południowego - 2,5 km 
- Pałac w Wilanowie - 4 km 
- centrum Warszawy - 11 km 
- blisko przedszkole, szkoła podstawowa, plac zabaw, bary i restauracje, apteka 
 
 

 Zapraszam na prezentację i do zakupu. 

Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-156101Lokalizacja: Mazowieckie, Warszawa, Wilanów, Zawady...Oferta opublikowana przez program Trimo";
465000;22/04/2020;Targówek, Warszawa;Agencja;Dom;5 pokoi;;176;"Dom 5-pokojowy w zabudowie szeregowej o powierzchni 176 m2 na działce 264 m2, położony na Targówku w rejonie ulicy św. Wincentego. 
 

 
 Opis nieruchomości: 
Na sprzedaż segment środkowy w zabudowie szeregowej z garażem w bryle budynku, dwupoziomowy, zbudowany w 2004 roku. Umiejscowiony na bezpiecznym, zamkniętym osiedlu niedaleko Ronda Żaba. 
 
 Dom jest zadbany i nadaje się do wprowadzenia po niewielkim odświeżeniu; w zeszłym roku dolny poziom został odmalowany, a na podłogach położono nowe panele. Istnieje możliwość pozostawienia mebli. 
 
Dom, dzięki dobrej lokalizacji zapewnia spokój i ciszę. Segment posadowiony jest na działce o powierzchni 264 mkw. Powierzchnia użytkowa wynosi 152 mkw. 
 
 
 Rozstaw pomieszczeń: 
 
 Na pierwszym piętrze znajduje się: 
- salon z kominkiem (39,54 mkw) ma wyjście na taras i do ogrodu, który został zaprojektowany przez projektanta oraz posiada system nawadniania 
 - łazienka (4,51 mkw) 
- kuchnia z aneksem jadalnianym (10,16 mkw) 
- spiżarnia 
 
 
 Na poziomie drugim znajdują się: 
- ustawne i ciche sypialnie (21,54 mkw, 12,52 mkw, 17,07 mkw, 14,26 mkw 
- sypialnie 12,52 i 17,07 mkw mają ekspozycję południowo-zachodnią, a ich okna wychodzą na zieleń i łączy je balkon 
- wygodna i funkcjonalnie zaaranżowana łazienka - 6,90 mkw 
 
 
Przynależący do domu garaż ma powierzchnię 17,70 mkw i połączony jest z pomieszczeniem gospodarczym (6,14 mkw). 
 
 
 Pozostałe parametry: 
- okna - drewniane 
- dach - skośny 
- domofon/wideofon 
 
 
 Media: 
Prąd, gaz, woda, kanalizacja. 
 
 
 Lokalizacja: 
 - kameralność i brak hałasu ulicznego 
 - przestronny dom w cenie mieszkania 
- brak konieczności szukania spokoju na obrzeżach miasta - cisza i spokój; blisko centrum, a kameralnie jak poza miastem 
- stacja metra Trocka lub Targówek Mieszkaniowy - 1 km 
- przystanek autobusowy - 150 m 
 - przystanek tramwajowy - 1 km 
- centrum handlowe M1 - 6 km 
 - w bezpośrednim sąsiedztwie przedszkole, szkoła podstawowa, restauracja, kościół, sklepy spożywcze, park, stacja paliw, apteka 
 
 
 Więcej zdjęć domu dostępnych w biurze. 
 
 

 Gorąco zapraszam do zakupu. 

Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-156100Lokalizacja: Mazowieckie, Warszawa, Targówek...Oferta opublikowana przez program Trimo";
1690000;22/04/2020;Wawer, Warszawa;Agencja;Dom;5 pokoi;;180;"Oferujemy do sprzedaży dom w zabudowie bliźniaczej na uroczym ogrodzonym osiedlu w Warszawa Wawer-Radość. Okolice ulicy Mozaikowej . 
 
Dom kilka lat temu został rozbudowany w zakresie zabudowy dwóch tarasów na piętrze przez co dwa pokoje zostały dużo przestrzeni, a duże okna kolankowa powodują bardzo dobre doświetlenie wnętrza. Dodatkowo został zabudowany wiatrołap wraz z dodatkowymi aluminiowymi drzwiami. Lokalizacja około 1,5 km od nowo budowanej obwodnicy południowej Warszawy i blisko komunikacji miejskiej: autobusy przy ul Mozaikowej oraz kolejka SKM ok 1,3 km . 

 Parter: 

 - Salon z częściowo otwartą kuchnią (istnieje możliwość wydzielenia osobnego pokoju na parterze, który był w pierwotnych planach budowy), 

 - łazienka, 

 - garaż wraz ze schowkiem pod schodami, 

 - przedpokój, 

 - zabudowany wiatrołap, 

 - taras z markizą zabudowany drewnem. 

 Piętro: 

 - 4 pokoje, 

 - łazienka, 

 Dodatkowo istnieje strych nieużytkowy, który stanowi dodatkową powierzchnię do przechowywania 

 W częściach stałych zabudowy domu znajduje się: 

 - świeżo odnowiona kuchnia z bardzo dobrych materiałów wraz ze sprzętem AGD firmy BOSH. 

 - liczne szafy i inne elementy zabudowy w sypialni, przedpokoju i łazience, 

 - w górnej łazience znajduje się klimatyczna sauna fińska oraz infrared 

 - ogródek zagospodarowany z automatycznym podlewaniem 
 
Zapraszam. 

Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-155724Lokalizacja: Mazowieckie, Warszawa, Wawer, Radość...Oferta opublikowana przez program Trimo";
705000;22/04/2020;Wesoła, Warszawa;Agencja;Dom;4 pokoje;;158;"Do sprzedaży bliźniak 4-pokojowy o pow. 158 m2 na działce 300 m2 wybudowany w 2015 r. w okolicy ulic Topolowa/Szklarniowa w Wesołej (Stara Miłosna). 
 Stan deweloperski. 

 Okna na północ i południe. 
 Budynek wybudowany z cegły, ocieplony, okna trzyszybowe. 
Do zrobienia: biały montażu, drzwi wewnętrzne, glazury i podłogi. 

Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-155725-1Lokalizacja: Mazowieckie, Warszawa, Wesoła, Stara Miłosna...Oferta opublikowana przez program Trimo";
2800000;22/04/2020;Wilanów, Warszawa;Agencja;Dom;6 lub więcej pokoi;;420;"Dom w Wilanowie, rejon ulicy Europejskiej. Świetna lokalizacja, ładny widok z okien. 
Budynek do mieszkania lub na siedzibę firmy, również idealny pod wynajem. 
 Dom z zewnątrz nie wymaga remontów, wewnątrz do remontu 
 Obecnie w domu są dwa mieszkania. 
 Każda kondygnacja to 92 m2. 
 
 wysokość sufitów: przyziemie 2,35 m z oknami, parter 2,70 m, piętro 2,60 m i poddasze 3 m. 

 
Dom wolno stojący, podpiwniczony z 1992 r. 
Materiał - cegła front, za cegłą 1,5 pustaka, ocieplony i otynkowany. 
Okna plastikowe. 
Całkowita powierzchnia domu to 420 m2, powierzchnia działki 587 m2. 

 Do domu doprowadzona jest kanalizacja, ogrzewanie gazowe (własny piec Buderus), dwie linie telefoniczne (internet Orange - planowany światłowód), elektryczność (siła). 

 W podpiwniczeniu umiejscowiony jest garaż, kotłownia oraz dodatkowo dwa przestronne pomieszczenia do własnej aranżacji np. na pralnię. Na podłodze terakota. 

 Parter i piętro maja taki sam układ i składają się z przestronnego przedpokoju (13 m2) , pokoju dziennego (22 m2), dwóch pokoi (16 m2 i 12 m2), kuchni (15 m2) oraz oddzielnych łazienki i toalety (łącznie 5 m2). Możliwość połączenia tych dwóch pomieszczeń. 
 
Piętro w całości wykończone, wymaga jedynie niewielkiego odświeżenia, na parterze do położenia podłogi w pokojach i w przedpokoju oraz ogólne prace odświeżające. 

 Na strychu dużo przestrzeni do samodzielnej aranżacji przez właścicieli. Wydzielone zostały dwa pokoje, z których jeden został całkowicie wykończony. Po doprowadzeniu ogrzewania mogą służyć jako pokoje całoroczne. 

 Z przedpokoju bezpośrednie wyjście na taras a z parteru także do ogródka. 

 Obok budynku znajduje się obszerne miejsce postojowe wyłożone kratką betonową. 

 Dom w cichej części Wilanowa wśród zabudowy jednorodzinnej. W pobliżu szkoła podstawowa i liceum, prywatne przedszkola i żłobki. 
 
W pobliżu Jezioro Powisnkowskie, Pałac w Wilanowie, ścieżki rowerowe do Ogrodu Botanicznego i Parku Kultury w Powsinie oraz do Parku i Pałacu Królewskiego w Wilanowie. centrum handlowe Plac Vogla (sklepy Biedronka, Lidl, Rossmann i wiele innych). Przystanek autobusowy 

 Bardzo dobra komunikacja autobusowa z centrum Warszawy a także dodatkowo powstająca w pobliżu obwodnica Warszawy wraz z Mostem Południowym. 

 Pełna własność,. 
Dostępny od zaraz - cena do negocjacji. 
 
Zapraszam 

Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-153933-6Lokalizacja: Mazowieckie, Warszawa, Wilanów, Powsinek, Europejska...Oferta opublikowana przez program Trimo";
1300000;22/04/2020;Wilanów, Warszawa;Agencja;Dom;6 lub więcej pokoi;;300;"Oferujemy do sprzedaży dom z lat 80-tych. Działka o powierzchni 1777 m2. Dom do remontu. Wymieniona stolarka okienna, nowa instalacja ogrzewania gazowego z piecem kondensacyjnym. 

 

 Rozkład pomieszczeń: 

 

 Piwnice: 1 duże pomieszczenie, kotłownia, garaż na 1 samochód, pomieszczenie gospodarcze. 

 

 Parter: salon, duży pokój, kuchnia, łazienka, pokój przy schodach na górę. 

 

 Piętro: 3 sypialnie, łazienka, czwarte pomieszczenie na pokój ewentualnie kuchnię lub duży pokój kąpielowy 

Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Robert Brzozowski (licencja nr: 2424)

--------------------------


Prezentowane ogłoszenie nie stanowi oferty w rozumieniu art. 66 Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych nieruchomości były w miarę możliwości dokładne i aktualne. Ponieważ jednak z różnych powodów nie zawsze dają się zweryfikować, firma Brzozowski Nieruchomości nie ponosi odpowiedzialności za ich dokładność i aktualność.Numer oferty w biurze: BRZ-DS-153827-5Lokalizacja: Mazowieckie, Warszawa, Wilanów, Kępa Zawadowska, *...Oferta opublikowana przez program Trimo";
